,price
105680,55000
105681,85989
105682,52500
105683,39998
105684,37999
105685,10500
105686,53500
105687,42999
105688,4300
105689,20000
105690,16900
105691,73500
105692,52000
105693,41500
105694,47000
105695,7200
105696,20950
105697,36000
105698,51074
105699,38000
105700,45423
105701,23750
105702,39500
105703,29500
105704,72995
105705,35000
105706,31906
105707,30999
105708,46900
105709,50000
105710,54490
105711,49900
105712,57900
105713,30499
105714,20000
105715,109499
105716,22000
105717,60867
105718,144900
105719,4000
105720,32999
105721,86999
105722,25980
105723,20500
105724,15000
105725,29000
105726,18900
105727,55000
105728,109499
105729,10900
105730,81500
105731,41999
105732,18300
105733,45000
105734,48000
105735,43860
105736,32500
105737,28900
105738,37000
105739,11000
105740,12749
105741,40500
105742,28000
105743,127899
105744,5999
105745,42242
105746,61500
105747,46500
105748,13500
105749,12500
105750,162950
105751,2500
105752,54000
105753,22500
105754,87000
105755,37900
105756,31000
105757,10995
105758,15600
105759,60995
105760,12000
105761,17500
105762,98900
105763,9900
105764,65900
105765,10999
105766,31500
105767,42590
105768,32000
105769,12000
105770,98900
105771,36740
105772,67500
105773,12000
105774,26000
105775,10500
105776,15900
105777,23998
105778,16100
105779,4999
105780,34950
105781,14999
105782,15550
105783,145000
105784,89000
105785,55500
105786,35707
105787,89750
105788,44900
105789,97500
105790,73000
105791,41986
105792,21990
105793,66000
105794,5500
105795,16500
105796,31906
105797,36500
105798,31900
105799,50000
105800,45000
105801,61998
105802,61998
105803,28500
105804,16500
105805,15000
105806,75000
105807,16975
105808,68500
105809,48600
105810,27900
105811,159998
105812,22500
105813,8750
105814,8995
105815,76400
105816,60200
105817,11900
105818,10700
105819,32250
105820,10000
105821,10900
105822,26500
105823,18500
105824,84645
105825,33364
105826,20500
105827,32850
105828,41900
105829,37000
105830,40000
105831,69500
105832,21500
105833,32500
105834,13500
105835,72598
105836,12240
105837,35000
105838,38322
105839,16000
105840,32500
105841,21000
105842,23600
105843,42500
105844,38000
105845,69900
105846,33700
105847,19000
105848,5995
105849,44998
105850,42442
105851,6348
105852,62999
105853,64000
105854,53900
105855,18000
105856,68500
105857,18200
105858,16995
105859,36000
105860,29995
105861,18955
105862,65000
105863,7500
105864,47645
105865,4500
105866,67500
105867,59000
105868,5899
105869,199991
105870,19998
105871,30000
105872,26000
105873,23500
105874,129000
105875,71998
105876,29500
105877,8000
105878,8500
105879,8300
105880,29000
105881,44998
105882,28999
105883,10995
105884,28999
105885,39687
105886,51500
105887,15000
105888,24900
105889,64000
105890,29000
105891,7899
105892,55000
105893,99998
105894,49995
105895,43900
105896,36000
105897,44900
105898,4000
105899,11000
105900,39798
105901,53000
105902,44000
105903,47000
105904,28500
105905,38490
105906,25000
105907,10000
105908,112500
105909,45750
105910,7390
105911,6250
105912,30000
105913,31000
105914,20997
105915,46599
105916,75000
105917,12950
105918,92900
105919,15500
105920,35000
105921,24500
105922,73600
105923,15990
105924,17500
105925,15500
105926,6975
105927,135000
105928,61000
105929,15500
105930,18500
105931,10000
105932,26500
105933,28000
105934,35700
105935,217950
105936,14000
105937,56998
105938,39500
105939,31953
105940,38400
105941,7500
105942,134000
105943,399900
105944,15600
105945,14311
105946,29999
105947,14699
105948,4000
105949,33500
105950,7000
105951,45000
105952,10500
105953,6500
105954,146000
105955,51500
105956,19000
105957,10700
105958,37000
105959,49900
105960,85000
105961,78900
105962,48995
105963,35000
105964,43550
105965,45423
105966,46000
105967,36000
105968,5500
105969,27500
105970,24900
105971,29000
105972,29000
105973,58998
105974,15499
105975,13000
105976,9800
105977,10499
105978,69500
105979,32850
105980,16500
105981,64000
105982,28000
105983,50000
105984,18900
105985,9000
105986,11000
105987,29000
105988,15000
105989,38490
105990,9000
105991,5000
105992,25500
105993,19800
105994,54599
105995,44999
105996,30000
105997,33200
105998,31000
105999,46900
106000,14900
106001,19500
106002,50000
106003,46999
106004,73998
106005,43000
106006,55000
106007,99800
106008,75900
106009,11500
106010,53499
106011,3950
106012,34950
106013,40598
106014,37000
106015,17000
106016,98900
106017,259991
106018,35500
106019,52000
106020,429998
106021,21999
106022,2500
106023,267950
106024,85000
106025,10499
106026,34500
106027,19780
106028,30000
106029,32000
106030,26500
106031,61000
106032,11900
106033,16000
106034,8500
106035,48000
106036,27500
106037,35000
106038,15600
106039,75000
106040,4200
106041,18300
106042,29900
106043,37698
106044,17800
106045,30000
106046,31990
106047,135000
106048,94995
106049,164725
106050,63900
106051,39998
106052,18000
106053,46105
106054,23998
106055,32750
106056,37700
106057,3995
106058,53900
106059,50927
106060,38500
106061,60000
106062,15500
106063,54000
106064,27500
106065,54900
106066,145000
106067,49000
106068,15499
106069,14998
106070,72980
106071,49900
106072,29000
106073,43500
106074,17000
106075,150000
106076,92500
106077,22000
106078,82500
106079,18000
106080,18500
106081,12500
106082,4500
106083,29500
106084,30490
106085,63598
106086,128000
106087,29000
106088,35297
106089,144900
106090,13000
106091,4000
106092,68000
106093,7000
106094,8900
106095,89000
106096,33998
106097,27500
106098,56000
106099,57000
106100,7300
106101,30427
106102,20900
106103,22500
106104,47500
106105,29999
106106,24590
106107,16500
106108,30989
106109,53000
106110,55000
106111,45500
106112,95000
106113,47000
106114,299000
106115,146000
106116,34000
106117,26999
106118,67995
106119,17550
106120,30500
106121,12500
106122,33295
106123,31000
106124,7599
106125,112000
106126,17500
106127,16995
106128,65000
106129,19500
106130,23400
106131,34645
106132,18998
106133,62500
106134,68750
106135,73000
106136,84500
106137,18999
106138,12900
106139,30000
106140,20900
106141,39998
106142,16900
106143,11495
106144,32324
106145,34645
106146,10500
106147,18000
106148,229000
106149,5000
106150,35750
106151,38298
106152,18200
106153,4995
106154,13349
106155,15000
106156,38000
106157,55000
106158,31700
106159,16995
106160,27500
106161,40459
106162,8250
106163,49995
106164,7500
106165,88900
106166,64500
106167,18000
106168,19290
106169,11900
106170,18051
106171,41927
106172,32400
106173,35500
106174,32000
106175,14900
106176,3850
106177,16500
106178,29000
106179,45000
106180,132998
106181,12500
106182,9995
106183,51000
106184,19500
106185,30500
106186,209000
106187,20499
106188,12599
106189,16999
106190,243900
106191,119900
106192,120990
106193,42500
106194,12900
106195,19999
106196,45000
106197,20499
106198,38383
106199,22500
106200,33995
106201,68000
106202,10500
106203,9250
106204,31853
106205,21000
106206,45000
106207,67000
106208,103000
106209,67100
106210,13250
106211,18500
106212,39500
106213,30999
106214,13500
106215,23500
106216,35297
106217,44600
106218,26500
106219,12500
106220,17000
106221,17599
106222,44998
106223,72999
106224,18999
106225,12700
106226,73500
106227,9875
106228,29000
106229,37000
106230,20500
106231,159500
106232,66900
106233,33400
106234,61998
106235,26800
106236,14000
106237,62500
106238,18800
106239,98900
106240,36998
106241,52000
106242,19000
106243,58500
106244,55600
106245,39000
106246,4900
106247,15995
106248,68995
106249,36800
106250,35000
106251,28324
106252,48295
106253,16500
106254,30510
106255,36500
106256,29895
106257,35000
106258,32300
106259,37499
106260,40250
106261,29995
106262,36000
106263,4500
106264,46599
106265,10500
106266,48500
106267,45950
106268,185950
106269,36999
106270,93999
106271,27000
106272,47500
106273,16500
106274,28000
106275,30000
106276,4800
106277,134000
106278,69790
106279,24999
106280,29999
106281,45000
106282,4000
106283,13500
106284,58000
106285,63998
106286,28450
106287,26500
106288,29998
106289,174900
106290,61500
106291,53600
106292,26990
106293,56900
106294,175000
106295,17999
106296,17900
106297,19950
106298,26900
106299,34000
106300,22500
106301,15900
106302,37900
106303,22500
106304,94000
106305,38700
106306,3990
106307,43000
106308,15900
106309,12599
106310,7200
106311,220000
106312,18051
106313,32999
106314,44000
106315,22500
106316,38500
106317,42500
106318,42250
106319,92000
106320,85000
106321,21990
106322,34000
106323,67500
106324,18000
106325,18000
106326,68000
106327,39777
106328,79999
106329,21999
106330,23000
106331,48889
106332,15000
106333,27900
106334,59549
106335,63000
106336,3000
106337,17900
106338,44596
106339,17500
106340,179900
106341,13500
106342,8500
106343,18500
106344,15900
106345,19950
106346,38880
106347,42700
106348,24995
106349,27900
106350,74900
106351,48000
106352,29900
106353,23000
106354,29000
106355,5700
106356,28600
106357,107900
106358,9995
106359,10000
106360,91000
106361,14995
106362,11500
106363,89999
106364,10900
106365,35387
106366,8500
106367,37000
106368,12500
106369,79900
106370,45000
106371,15499
106372,15100
106373,7100
106374,11400
106375,65000
106376,25695
106377,93000
106378,16500
106379,10000
106380,48000
106381,25695
106382,38000
106383,34500
106384,71000
106385,14000
106386,42000
106387,42500
106388,44605
106389,55460
106390,99000
106391,32000
106392,19000
106393,37500
106394,43500
106395,15000
106396,16750
106397,31933
106398,31953
106399,23500
106400,19900
106401,42250
106402,23000
106403,41900
106404,67963
106405,62999
106406,5900
106407,23600
106408,8900
106409,8000
106410,15000
106411,7800
106412,74900
106413,29995
106414,45999
106415,15000
106416,19900
106417,19000
106418,20999
106419,42886
106420,81998
106421,63998
106422,7850
106423,39000
106424,28995
106425,17999
106426,6000
106427,39951
106428,43775
106429,14000
106430,234900
106431,44900
106432,22000
106433,13000
106434,8450
106435,7750
106436,15750
106437,46000
106438,40598
106439,107998
106440,15000
106441,19212
106442,32300
106443,49900
106444,5000
106445,24500
106446,33995
106447,32000
106448,6880
106449,19999
106450,51900
106451,64000
106452,63000
106453,54900
106454,24950
106455,16800
106456,48000
106457,27900
106458,29999
106459,28499
106460,22500
106461,55000
106462,15599
106463,10299
106464,15000
106465,22000
106466,34000
106467,18000
106468,57500
106469,30919
106470,45000
106471,130000
106472,10000
106473,67500
106474,3000
106475,34645
106476,6500
106477,38633
106478,11000
106479,49900
106480,81500
106481,6100
106482,59800
106483,38200
106484,62450
106485,8999
106486,15397
106487,36999
106488,38000
106489,26500
106490,65000
106491,23000
106492,25000
106493,57480
106494,31000
106495,9499
106496,63500
106497,46199
106498,72000
106499,26900
106500,15500
106501,11495
106502,82000
106503,19000
106504,34999
106505,36000
106506,5500
106507,77430
106508,32000
106509,10999
106510,29500
106511,15400
106512,15500
106513,25000
106514,24700
106515,57480
106516,39995
106517,46998
106518,15500
106519,46500
106520,215000
106521,20599
106522,21400
106523,30900
106524,21000
106525,7500
106526,18500
106527,99000
106528,67500
106529,95998
106530,16000
106531,6500
106532,69995
106533,19999
106534,12990
106535,52999
106536,15000
106537,91995
106538,19975
106539,10000
106540,16900
106541,71999
106542,23750
106543,79999
106544,17900
106545,226000
106546,19900
106547,25884
106548,8500
106549,12499
106550,35470
106551,67963
106552,25000
106553,47900
106554,15400
106555,15900
106556,47000
106557,24000
106558,77897
106559,10499
106560,85500
106561,32471
106562,12999
106563,36990
106564,12500
106565,46900
106566,749950
106567,41100
106568,31900
106569,9995
106570,17500
106571,20900
106572,9000
106573,7500
106574,29500
106575,103900
106576,95999
106577,29990
106578,51499
106579,85500
106580,51000
106581,66200
106582,39499
106583,37000
106584,22995
106585,9500
106586,47500
106587,69900
106588,61000
106589,449995
106590,13599
106591,39900
106592,43500
106593,8000
106594,6000
106595,66000
106596,15000
106597,20500
106598,40000
106599,86900
106600,26500
106601,40000
106602,23000
106603,9950
106604,30900
106605,489000
106606,31300
106607,319900
106608,48459
106609,24350
106610,8500
106611,33295
106612,16500
106613,16000
106614,84500
106615,10900
106616,24950
106617,29748
106618,51999
106619,57480
106620,44998
106621,42000
106622,24950
106623,62999
106624,55000
106625,41400
106626,34999
106627,14900
106628,6730
106629,42500
106630,20500
106631,35645
106632,18700
106633,50000
106634,72500
106635,93999
106636,23995
106637,2500
106638,34700
106639,36590
106640,4500
106641,23998
106642,32000
106643,19425
106644,18000
106645,10500
106646,21500
106647,36000
106648,52500
106649,42242
106650,69000
106651,20150
106652,17000
106653,6880
106654,24440
106655,272950
106656,49900
106657,72567
106658,29430
106659,188500
106660,37698
106661,74000
106662,15500
106663,15000
106664,65000
106665,8000
106666,15750
106667,40000
106668,113000
106669,38500
106670,95999
106671,19500
106672,10500
106673,14699
106674,39999
106675,44900
106676,12500
106677,59000
106678,8900
106679,9499
106680,34645
106681,38999
106682,28750
106683,40999
106684,36949
106685,18500
106686,17500
106687,36000
106688,5700
106689,68500
106690,40999
106691,24000
106692,32500
106693,90000
106694,21000
106695,29950
106696,27698
106697,19000
106698,23999
106699,28991
106700,65900
106701,33200
106702,15500
106703,58598
106704,23500
106705,44998
106706,38000
106707,21000
106708,9500
106709,31000
106710,5900
106711,9950
106712,15900
106713,49999
106714,12900
106715,16000
106716,32500
106717,69999
106718,15100
106719,37000
106720,229900
106721,4000
106722,71999
106723,19000
106724,34700
106725,10995
106726,28991
106727,36599
106728,31450
106729,3850
106730,44000
106731,8300
106732,14000
106733,33950
106734,35999
106735,73000
106736,40000
106737,8500
106738,43550
106739,75000
106740,44900
106741,12500
106742,57999
106743,23995
106744,11250
106745,38500
106746,33610
106747,62425
106748,31000
106749,22000
106750,174900
106751,49000
106752,92000
106753,39900
106754,18200
106755,17800
106756,34500
106757,11498
106758,28590
106759,4700
106760,73897
106761,25500
106762,28500
106763,51500
106764,21500
106765,6900
106766,28000
106767,179900
106768,14999
106769,20599
106770,56900
106771,9000
106772,67900
106773,17950
106774,37500
106775,12500
106776,19500
106777,67800
106778,69000
106779,7945
106780,33500
106781,9500
106782,47995
106783,15400
106784,24500
106785,22995
106786,46000
106787,68000
106788,19500
106789,13000
106790,8000
106791,20900
106792,8500
106793,28500
106794,47000
106795,15000
106796,9995
106797,78000
106798,25650
106799,156900
106800,32798
106801,32500
106802,6900
106803,13250
106804,9000
106805,30989
106806,18000
106807,16000
106808,17700
106809,52000
106810,28000
106811,47000
106812,35000
106813,19900
106814,13000
106815,58000
106816,13500
106817,16000
106818,30900
106819,72999
106820,39998
106821,124995
106822,35234
106823,3500
106824,36999
106825,36500
106826,18300
106827,9499
106828,6000
106829,26500
106830,53999
106831,46105
106832,28500
106833,21500
106834,11500
106835,12000
106836,29993
106837,53000
106838,25990
106839,26500
106840,44870
106841,129900
106842,78000
106843,6900
106844,23500
106845,11000
106846,8000
106847,134999
106848,25000
106849,41599
106850,18000
106851,28900
106852,35000
106853,20900
106854,24500
106855,45423
106856,17000
106857,15000
106858,13000
106859,17500
106860,42000
106861,99750
106862,34900
106863,22000
106864,51500
106865,19000
106866,93500
106867,12000
106868,20000
106869,115785
106870,27671
106871,21000
106872,59999
106873,49999
106874,9000
106875,31990
106876,12900
106877,57000
106878,59500
106879,7000
106880,9999
106881,24950
106882,27890
106883,89900
106884,27698
106885,13490
106886,92000
106887,34000
106888,24998
106889,195000
106890,51890
106891,4500
106892,57999
106893,45950
106894,37500
106895,36500
106896,20999
106897,55000
106898,19950
106899,35999
106900,39999
106901,97500
106902,10000
106903,36727
106904,24500
106905,14500
106906,36949
106907,8700
106908,84500
106909,4000
106910,7390
106911,32000
106912,73600
106913,315000
106914,31999
106915,29000
106916,99900
106917,30000
106918,89000
106919,33000
106920,8995
106921,35000
106922,17500
106923,41000
106924,7000
106925,12000
106926,9599
106927,86500
106928,52000
106929,84645
106930,38000
106931,49950
106932,38095
106933,151900
106934,18000
106935,107900
106936,13850
106937,18000
106938,46120
106939,41995
106940,46500
106941,27000
106942,32450
106943,43500
106944,20500
106945,39998
106946,8500
106947,24500
106948,44000
106949,10000
106950,18500
106951,65000
106952,46999
106953,10500
106954,62500
106955,22000
106956,25500
106957,41500
106958,135000
106959,79998
106960,18750
106961,70000
106962,9000
106963,11900
106964,36791
106965,22000
106966,46787
106967,18950
106968,86999
106969,19500
106970,38598
106971,16995
106972,16900
106973,56999
106974,80900
106975,51798
106976,10900
106977,43640
106978,50000
106979,11990
106980,24998
106981,144900
106982,9000
106983,69000
106984,8995
106985,65500
106986,26545
106987,4999
106988,109499
106989,4500
106990,50000
106991,21750
106992,32000
106993,8000
106994,13900
106995,36499
106996,7000
106997,34500
106998,35500
106999,27499
107000,18000
107001,78350
107002,28000
107003,6000
107004,21500
107005,134900
107006,26500
107007,55000
107008,17900
107009,72900
107010,54000
107011,12500
107012,26000
107013,41598
107014,45998
107015,36500
107016,36000
107017,26000
107018,44000
107019,31933
107020,18700
107021,47950
107022,32500
107023,12950
107024,49998
107025,51998
107026,50000
107027,50000
107028,18987
107029,46999
107030,35300
107031,23000
107032,38490
107033,34562
107034,33000
107035,29950
107036,21000
107037,31700
107038,6900
107039,9000
107040,33998
107041,7500
107042,6499
107043,16900
107044,36995
107045,14500
107046,18950
107047,77900
107048,30000
107049,28999
107050,9875
107051,16500
107052,15000
107053,22749
107054,63500
107055,9000
107056,59000
107057,41999
107058,7600
107059,66900
107060,9500
107061,43500
107062,21000
107063,26900
107064,69995
107065,21500
107066,29255
107067,41000
107068,35000
107069,37500
107070,38000
107071,32750
107072,24000
107073,15900
107074,3600
107075,54900
107076,41500
107077,19000
107078,9995
107079,13000
107080,18000
107081,29645
107082,14800
107083,3950
107084,27698
107085,24900
107086,17000
107087,119500
107088,50000
107089,61000
107090,3500
107091,39998
107092,52000
107093,185000
107094,17000
107095,67100
107096,24995
107097,14950
107098,13998
107099,9000
107100,35670
107101,48000
107102,135000
107103,17390
107104,44700
107105,7100
107106,39951
107107,11500
107108,13000
107109,62000
107110,38500
107111,49900
107112,4700
107113,19500
107114,9200
107115,36500
107116,27500
107117,54900
107118,17500
107119,9499
107120,4500
107121,49995
107122,21800
107123,13999
107124,51900
107125,30000
107126,30000
107127,15500
107128,31000
107129,63500
107130,32500
107131,7500
107132,32000
107133,197499
107134,29999
107135,36000
107136,31000
107137,44998
107138,27900
107139,52000
107140,32300
107141,24700
107142,61500
107143,8500
107144,19500
107145,31621
107146,29000
107147,24900
107148,143998
107149,60000
107150,46500
107151,44850
107152,29000
107153,19550
107154,5500
107155,48990
107156,115999
107157,92500
107158,33999
107159,11499
107160,24590
107161,220000
107162,22500
107163,7000
107164,84995
107165,63900
107166,47500
107167,15000
107168,14490
107169,19500
107170,17000
107171,27950
107172,12468
107173,10900
107174,172900
107175,53500
107176,115000
107177,58000
107178,3499
107179,6000
107180,54900
107181,78000
107182,25925
107183,57999
107184,15000
107185,24500
107186,279900
107187,51000
107188,37000
107189,22500
107190,34000
107191,115000
107192,4500
107193,41500
107194,28900
107195,68900
107196,25999
107197,27499
107198,85495
107199,12000
107200,83598
107201,18000
107202,38598
107203,42000
107204,28250
107205,24000
107206,9950
107207,24500
107208,24000
107209,40036
107210,33000
107211,22000
107212,54543
107213,114998
107214,24950
107215,172000
107216,109900
107217,104900
107218,154900
107219,36000
107220,16000
107221,7500
107222,15000
107223,8500
107224,6000
107225,29000
107226,48190
107227,24500
107228,49000
107229,69500
107230,10500
107231,75000
107232,24500
107233,43500
107234,31500
107235,66998
107236,33500
107237,68000
107238,21000
107239,11000
107240,12000
107241,78499
107242,5995
107243,59950
107244,10800
107245,20900
107246,59995
107247,73000
107248,8500
107249,10000
107250,27500
107251,62479
107252,21495
107253,59598
107254,7600
107255,26999
107256,226000
107257,7500
107258,56515
107259,12500
107260,38978
107261,14300
107262,6500
107263,6950
107264,10000
107265,11999
107266,50000
107267,32950
107268,32000
107269,15000
107270,52900
107271,27000
107272,37499
107273,22500
107274,22500
107275,14500
107276,49998
107277,30500
107278,65000
107279,43500
107280,20000
107281,25221
107282,8500
107283,7900
107284,64000
107285,16900
107286,157500
107287,45950
107288,68362
107289,32850
107290,134999
107291,46999
107292,12000
107293,44700
107294,38000
107295,36994
107296,63598
107297,124990
107298,3850
107299,26000
107300,36000
107301,8250
107302,22000
107303,39000
107304,42598
107305,49427
107306,210000
107307,14000
107308,48000
107309,13250
107310,28500
107311,62999
107312,27900
107313,49895
107314,71000
107315,15995
107316,45000
107317,16600
107318,8999
107319,41741
107320,6500
107321,81500
107322,8550
107323,5949
107324,29000
107325,40998
107326,89900
107327,54900
107328,35500
107329,11500
107330,27500
107331,39950
107332,12500
107333,38500
107334,34500
107335,40999
107336,29000
107337,12000
107338,31000
107339,1599000
107340,82500
107341,46000
107342,9000
107343,67000
107344,57999
107345,10950
107346,187900
107347,17000
107348,32850
107349,13000
107350,60999
107351,64000
107352,69000
107353,7500
107354,4500
107355,24500
107356,49999
107357,42886
107358,36998
107359,12250
107360,11000
107361,19995
107362,32000
107363,49999
107364,15000
107365,50000
107366,12500
107367,3950
107368,71000
107369,8750
107370,45999
107371,45999
107372,52000
107373,75900
107374,59590
107375,78900
107376,27500
107377,51900
107378,145000
107379,24950
107380,12000
107381,37000
107382,79999
107383,85000
107384,79999
107385,33000
107386,20900
107387,11900
107388,30500
107389,13999
107390,28500
107391,28000
107392,48999
107393,5000
107394,20800
107395,36727
107396,11970
107397,72900
107398,16500
107399,101000
107400,32900
107401,47350
107402,61995
107403,42700
107404,16000
107405,39884
107406,52500
107407,39900
107408,42000
107409,54500
107410,21900
107411,15000
107412,55000
107413,46598
107414,107998
107415,37000
107416,38880
107417,23900
107418,28999
107419,8950
107420,55000
107421,24991
107422,69500
107423,32455
107424,12500
107425,96500
107426,12750
107427,17800
107428,39995
107429,38633
107430,44000
107431,19750
107432,59999
107433,14995
107434,51499
107435,24991
107436,42000
107437,48000
107438,21000
107439,26950
107440,6800
107441,24995
107442,8500
107443,13200
107444,31000
107445,12490
107446,69500
107447,36000
107448,19500
107449,15000
107450,17900
107451,22999
107452,18500
107453,54500
107454,50000
107455,11500
107456,11495
107457,84645
107458,69998
107459,10900
107460,24000
107461,44700
107462,31000
107463,105000
107464,56515
107465,33531
107466,28900
107467,29000
107468,47000
107469,19500
107470,62595
107471,27890
107472,32000
107473,18750
107474,15999
107475,87500
107476,29000
107477,15400
107478,33600
107479,51900
107480,315000
107481,28499
107482,48000
107483,8500
107484,188900
107485,17000
107486,7200
107487,21000
107488,68750
107489,15000
107490,78900
107491,17000
107492,7200
107493,7999
107494,15499
107495,11500
107496,70000
107497,34000
107498,14900
107499,51899
107500,14500
107501,19470
107502,21000
107503,42000
107504,28000
107505,21000
107506,63500
107507,25999
107508,19000
107509,84999
107510,649999
107511,24991
107512,82950
107513,41400
107514,53500
107515,25950
107516,32500
107517,2900
107518,39995
107519,15000
107520,45000
107521,5800
107522,38000
107523,84500
107524,8700
107525,13046
107526,24899
107527,38500
107528,9500
107529,46850
107530,32000
107531,15500
107532,66998
107533,20500
107534,22500
107535,24000
107536,38000
107537,28500
107538,33995
107539,18500
107540,49900
107541,29999
107542,16000
107543,69250
107544,10900
107545,5995
107546,359991
107547,84500
107548,21500
107549,39999
107550,129900
107551,15900
107552,11000
107553,6100
107554,4900
107555,45999
107556,29994
107557,9000
107558,53500
107559,16000
107560,45515
107561,82499
107562,18750
107563,49999
107564,6999
107565,21373
107566,39999
107567,43666
107568,17777
107569,125900
107570,65000
107571,31000
107572,22500
107573,30000
107574,10400
107575,37900
107576,19250
107577,43860
107578,36000
107579,22000
107580,12850
107581,12500
107582,65000
107583,38900
107584,37000
107585,29950
107586,17777
107587,40950
107588,30500
107589,36500
107590,18750
107591,15500
107592,28499
107593,39390
107594,21995
107595,24999
107596,18300
107597,3500
107598,47000
107599,54500
107600,72995
107601,32455
107602,131000
107603,35500
107604,34000
107605,21000
107606,48500
107607,29000
107608,26999
107609,104000
107610,32300
107611,35500
107612,20900
107613,14000
107614,16500
107615,33500
107616,78500
107617,40459
107618,23800
107619,28999
107620,37900
107621,34999
107622,37500
107623,8999
107624,42998
107625,18688
107626,89000
107627,20000
107628,39985
107629,64000
107630,32500
107631,22000
107632,53999
107633,26000
107634,9000
107635,15900
107636,33490
107637,62500
107638,7000
107639,79999
107640,184606
107641,29895
107642,27654
107643,9200
107644,67800
107645,31300
107646,32107
107647,51698
107648,9200
107649,43499
107650,41885
107651,33900
107652,29500
107653,37900
107654,28000
107655,179900
107656,17000
107657,12499
107658,11999
107659,6100
107660,144664
107661,4800
107662,84500
107663,47500
107664,16500
107665,14000
107666,57999
107667,25999
107668,16000
107669,9995
107670,39999
107671,51000
107672,26000
107673,19500
107674,129000
107675,22000
107676,10500
107677,37999
107678,15000
107679,35273
107680,6999
107681,14500
107682,13000
107683,21000
107684,20995
107685,30750
107686,25000
107687,27500
107688,30500
107689,479995
107690,64000
107691,106798
107692,27200
107693,39500
107694,31300
107695,164725
107696,12500
107697,60995
107698,24000
107699,19500
107700,15400
107701,38095
107702,29000
107703,19500
107704,18000
107705,11200
107706,27000
107707,10200
107708,17495
107709,23995
107710,23450
107711,32000
107712,87500
107713,30989
107714,38005
107715,55000
107716,19212
107717,13500
107718,22800
107719,26500
107720,3950
107721,40998
107722,72999
107723,65000
107724,28000
107725,24000
107726,24900
107727,29500
107728,259000
107729,114000
107730,18999
107731,19500
107732,18000
107733,27900
107734,47498
107735,13000
107736,14250
107737,115998
107738,92500
107739,14599
107740,69999
107741,42000
107742,36950
107743,13000
107744,26900
107745,25000
107746,27500
107747,7500
107748,9750
107749,22995
107750,31000
107751,7500
107752,71998
107753,44999
107754,22550
107755,38998
107756,6000
107757,84900
107758,17000
107759,52000
107760,14950
107761,59400
107762,40000
107763,10000
107764,175000
107765,8900
107766,31950
107767,10500
107768,33610
107769,46900
107770,257000
107771,33900
107772,12800
107773,119900
107774,29255
107775,6500
107776,28900
107777,34995
107778,6700
107779,27999
107780,65688
107781,25900
107782,25900
107783,10500
107784,49500
107785,14950
107786,61059
107787,7500
107788,18950
107789,24325
107790,6000
107791,71200
107792,37000
107793,28000
107794,28000
107795,34000
107796,53000
107797,12990
107798,17816
107799,20000
107800,7500
107801,84645
107802,25900
107803,259500
107804,45515
107805,9499
107806,14000
107807,39000
107808,98000
107809,65990
107810,16995
107811,72000
107812,31000
107813,19900
107814,23995
107815,48500
107816,29000
107817,49273
107818,65000
107819,13450
107820,17000
107821,6950
107822,40036
107823,33999
107824,50998
107825,73500
107826,29990
107827,49999
107828,44000
107829,68969
107830,26000
107831,29500
107832,80300
107833,41998
107834,61599
107835,29999
107836,164725
107837,22000
107838,24950
107839,11000
107840,69500
107841,13500
107842,20000
107843,21998
107844,18500
107845,13000
107846,15500
107847,188900
107848,45999
107849,19500
107850,43500
107851,144900
107852,11900
107853,84999
107854,12000
107855,34918
107856,9950
107857,43500
107858,10500
107859,68969
107860,67500
107861,79998
107862,31950
107863,29000
107864,34084
107865,6000
107866,112500
107867,53000
107868,229000
107869,25000
107870,17000
107871,15500
107872,46995
107873,10500
107874,200000
107875,8500
107876,84997
107877,8000
107878,7850
107879,54500
107880,74900
107881,75000
107882,62479
107883,29000
107884,9500
107885,73500
107886,20995
107887,13600
107888,12950
107889,35998
107890,6500
107891,46787
107892,7500
107893,12499
107894,6500
107895,15500
107896,32000
107897,17238
107898,19500
107899,26000
107900,101998
107901,38995
107902,40999
107903,51750
107904,69900
107905,68000
107906,27900
107907,23000
107908,64600
107909,22995
107910,38500
107911,86900
107912,51000
107913,24350
107914,33500
107915,21000
107916,72500
107917,69645
107918,9500
107919,16000
107920,9999
107921,37500
107922,53600
107923,38000
107924,87500
107925,48500
107926,32769
107927,14500
107928,30000
107929,47500
107930,44495
107931,36800
107932,14000
107933,68500
107934,31000
107935,33000
107936,45998
107937,95000
107938,39900
107939,21865
107940,24000
107941,17000
107942,179900
107943,15000
107944,51000
107945,84500
107946,48000
107947,133000
107948,22500
107949,21500
107950,99900
107951,20900
107952,10000
107953,73600
107954,175000
107955,14995
107956,44000
107957,24000
107958,5199
107959,4200
107960,27750
107961,116911
107962,70000
107963,30500
107964,15000
107965,10500
107966,75500
107967,12500
107968,9500
107969,32000
107970,36998
107971,30000
107972,14950
107973,19975
107974,27875
107975,9995
107976,26500
107977,36000
107978,41500
107979,143900
107980,24995
107981,29900
107982,30000
107983,24000
107984,91900
107985,489000
107986,9000
107987,193063
107988,5000
107989,18500
107990,6500
107991,79999
107992,73500
107993,6000
107994,9650
107995,37999
107996,72000
107997,157500
107998,19500
107999,86900
108000,259991
108001,4200
108002,19999
108003,46999
108004,23800
108005,4200
108006,54000
108007,479995
108008,69998
108009,28535
108010,26600
108011,43147
